algoritmo|api|hardware|tamanho|iteracao|tempo_total_s|energia_gpu_j|energia_cpu_j|corretude
sssp|openmp|mx350|1000x4000|10|0,190655|0,0|1,07|OK
sssp|openmp|mx350|200000x400000|1|21,085933|0,0|168,03|OK
sssp|openmp|mx350|200000x400000|2|23,454251|0,0|188,59|OK
sssp|openmp|mx350|200000x400000|3|22,138908|0,0|176,96|OK
sssp|openmp|mx350|200000x400000|4|21,283806|0,0|169,71|OK
sssp|openmp|mx350|200000x400000|5|4,361731|0,0|18,62|OK
sssp|openmp|mx350|200000x400000|6|4,216349|0,0|18,14|OK
sssp|openmp|mx350|200000x400000|7|25,064296|0,0|202,9|OK
sssp|openmp|mx350|200000x400000|8|23,923647|0,0|192,71|OK
sssp|openmp|mx350|200000x400000|9|23,461884|0,0|188,43|OK
sssp|openmp|mx350|200000x400000|10|23,876508|0,0|191,32|OK
